repo_name,pr_title,pr_url,created_at,closed_at,total_comments,total_commits,state,changefile,addline,deleteline,fileChanges
misskey-dev/misskey,fix(backend): 不要なUserProfileの取得を修正,https://github.com/misskey-dev/misskey/pull/13812,2024-05-09T23:24:31Z,2024-05-10T06:32:23Z,3,3,MERGED,1,4,5,MODIFIED:packages/backend/src/core/entities/UserEntityService.ts
navikt/aksel,[Linting] Comment-cleanup in eslint,https://github.com/navikt/aksel/pull/3220,2024-10-10T12:25:59Z,2024-10-10T13:48:48Z,4,6,MERGED,1,21,12,MODIFIED:.eslintrc.js
navikt/aksel,[Aksel.nav.no] Hide private props better,https://github.com/navikt/aksel/pull/3260,2024-10-21T09:50:07Z,2024-10-21T12:37:55Z,1,1,MERGED,3,28,29,"MODIFIED:aksel.nav.no/website/components/sanity-modules/props/parts/DtList.tsx
MODIFIED:aksel.nav.no/website/components/sanity-modules/props/parts/PropTabell.tsx
MODIFIED:yarn.lock"
navikt/aksel,:up: Upgrade to Storybook 8.3,https://github.com/navikt/aksel/pull/3150,2024-09-13T12:29:51Z,2024-09-16T07:53:28Z,1,1,MERGED,2,714,629,"MODIFIED:package.json
MODIFIED:yarn.lock"
ni/nimble,Update lint-concurrent for nimble-components,https://github.com/ni/nimble/pull/2181,2024-06-07T21:41:12Z,2024-06-08T21:59:53Z,2,3,MERGED,2,8,1,"ADDED:change/@ni-nimble-components-ca10d0a0-12b8-43cf-8865-436bd30761ed.json
MODIFIED:packages/nimble-components/package.json"
ni/nimble,Component spec folders,https://github.com/ni/nimble/pull/739,2022-09-13T23:36:28Z,2022-09-14T14:06:10Z,0,4,MERGED,31,11,5,"MODIFIED:.github/CODEOWNERS
ADDED:change/@ni-nimble-components-0bad987e-9d8b-472a-adcb-ba88ae247331.json
MODIFIED:packages/nimble-components/CONTRIBUTING.md
RENAMED:packages/nimble-components/src/anchored-region/specs/README.md
RENAMED:packages/nimble-components/src/breadcrumb/specs/README.md
RENAMED:packages/nimble-components/src/breadcrumb/specs/spec-images/SLBreadcrumbCurrent.PNG
RENAMED:packages/nimble-components/src/breadcrumb/specs/spec-images/SLBreadcrumbCurrentHover.PNG
RENAMED:packages/nimble-components/src/breadcrumb/specs/spec-images/SLBreadcrumbFuture.png
RENAMED:packages/nimble-components/src/card-button/specs/README.md
RENAMED:packages/nimble-components/src/combobox/specs/NewComboboxBehavior.gif
RENAMED:packages/nimble-components/src/combobox/specs/README.md
RENAMED:packages/nimble-components/src/dialog/specs/README.md
RENAMED:packages/nimble-components/src/dialog/specs/calibration-policy.png
RENAMED:packages/nimble-components/src/dialog/specs/cancel-uploads.png
RENAMED:packages/nimble-components/src/dialog/specs/confirm-remove-system.png
RENAMED:packages/nimble-components/src/dialog/specs/early-design.png
RENAMED:packages/nimble-components/src/drawer/specs/README.md
RENAMED:packages/nimble-components/src/menu-button/specs/README.md
RENAMED:packages/nimble-components/src/menu-button/specs/spec-images/sleGridMenu.png
RENAMED:packages/nimble-components/src/menu-button/specs/spec-images/sleUserMenu.png
RENAMED:packages/nimble-components/src/number-field/specs/blazor.md
RENAMED:packages/nimble-components/src/radio-button/specs/README.md
RENAMED:packages/nimble-components/src/slider/specs/README.md
RENAMED:packages/nimble-components/src/switch/specs/FastComponentsSwitch.gif
RENAMED:packages/nimble-components/src/switch/specs/README.md
RENAMED:packages/nimble-components/src/switch/specs/VisualDesignSwitch.gif
RENAMED:packages/nimble-components/src/text-area/specs/README.md
RENAMED:packages/nimble-components/src/toggle-button/specs/README.md
RENAMED:packages/nimble-components/src/toolbar/specs/README.md
RENAMED:packages/nimble-components/src/tooltip/specs/README.md
MODIFIED:specs/README.md"
ni/nimble,Rich text editor | Fix mention listbox opening at the wrong position when mention dynamically loads,https://github.com/ni/nimble/pull/1709,2023-12-14T19:13:02Z,2023-12-15T13:51:15Z,5,7,MERGED,6,40,7,"ADDED:change/@ni-nimble-components-77825b10-d033-43ac-9a4c-aa28738727ea.json
MODIFIED:packages/nimble-components/src/rich-text-mention/users/view/styles.ts
MODIFIED:packages/nimble-components/src/rich-text-mention/users/view/tests/rich-text-mention-users-view-matrix.stories.ts
MODIFIED:packages/nimble-components/src/rich-text/editor/models/create-tiptap-editor.ts
MODIFIED:packages/nimble-components/src/rich-text/editor/testing/rich-text-editor.pageobject.ts
MODIFIED:packages/nimble-components/src/rich-text/editor/tests/rich-text-editor-mention.spec.ts"
ni/nimble,Add button alignment visual test,https://github.com/ni/nimble/pull/1725,2024-01-03T18:11:04Z,2024-01-04T23:24:37Z,6,6,MERGED,3,27,1,"ADDED:change/@ni-nimble-components-f4776f02-4ee0-4534-8a00-bbc51b09d9c3.json
MODIFIED:packages/nimble-components/src/button/tests/button-matrix.stories.ts
MODIFIED:packages/nimble-components/src/patterns/button/styles.ts"
ni/nimble,Support for @mention in Rich Text Viewer,https://github.com/ni/nimble/pull/1664,2023-11-14T19:53:34Z,2023-11-23T07:55:25Z,58,67,MERGED,17,1105,91,"ADDED:change/@ni-nimble-components-e1eca008-24b5-481f-a835-1e3157d4ac1b.json
MODIFIED:packages/nimble-components/src/rich-text-mention/base/models/mention-internals.ts
MODIFIED:packages/nimble-components/src/rich-text-mention/users/index.ts
MODIFIED:packages/nimble-components/src/rich-text-mention/users/tests/rich-text-mention-users.stories.ts
ADDED:packages/nimble-components/src/rich-text/models/markdown-parser-mention-configuration.ts
MODIFIED:packages/nimble-components/src/rich-text/models/markdown-parser.ts
MODIFIED:packages/nimble-components/src/rich-text/models/testing/markdown-parser-utils.ts
MODIFIED:packages/nimble-components/src/rich-text/models/tests/markdown-parser.spec.ts
MODIFIED:packages/nimble-components/src/rich-text/viewer/index.ts
MODIFIED:packages/nimble-components/src/rich-text/viewer/styles.ts
MODIFIED:packages/nimble-components/src/rich-text/viewer/template.ts
MODIFIED:packages/nimble-components/src/rich-text/viewer/testing/rich-text-viewer.pageobject.ts
MODIFIED:packages/nimble-components/src/rich-text/viewer/tests/rich-text-viewer-matrix.stories.ts
ADDED:packages/nimble-components/src/rich-text/viewer/tests/rich-text-viewer.mdx
MODIFIED:packages/nimble-components/src/rich-text/viewer/tests/rich-text-viewer.spec.ts
MODIFIED:packages/nimble-components/src/rich-text/viewer/tests/rich-text-viewer.stories.ts
MODIFIED:packages/nimble-components/src/utilities/tests/rich-text-markdown-string.ts"
ni/nimble,Update component table for completed Blazor menu button,https://github.com/ni/nimble/pull/577,2022-05-23T18:20:51Z,2022-05-23T18:38:01Z,0,1,MERGED,1,2,2,MODIFIED:README.md
ni/nimble,Angular integration for radio button and group,https://github.com/ni/nimble/pull/743,2022-09-15T14:49:34Z,2022-09-27T21:28:01Z,9,22,MERGED,13,760,1,"MODIFIED:angular-workspace/projects/example-client-app/src/app/app.module.ts
MODIFIED:angular-workspace/projects/example-client-app/src/app/customapp/customapp.component.html
MODIFIED:angular-workspace/projects/example-client-app/src/app/customapp/customapp.component.ts
ADDED:angular-workspace/projects/ni/nimble-angular/src/directives/radio-button/nimble-radio-button-control-value-accessor.directive.ts
ADDED:angular-workspace/projects/ni/nimble-angular/src/directives/radio-button/nimble-radio-button.directive.ts
ADDED:angular-workspace/projects/ni/nimble-angular/src/directives/radio-button/nimble-radio-button.module.ts
ADDED:angular-workspace/projects/ni/nimble-angular/src/directives/radio-button/tests/nimble-radio-button-control-value-accessor.directive.spec.ts
ADDED:angular-workspace/projects/ni/nimble-angular/src/directives/radio-button/tests/nimble-radio-button.directive.spec.ts
ADDED:angular-workspace/projects/ni/nimble-angular/src/directives/radio-group/nimble-radio-group.directive.ts
ADDED:angular-workspace/projects/ni/nimble-angular/src/directives/radio-group/nimble-radio-group.module.ts
ADDED:angular-workspace/projects/ni/nimble-angular/src/directives/radio-group/tests/nimble-radio-group.directive.spec.ts
MODIFIED:angular-workspace/projects/ni/nimble-angular/src/public-api.ts
ADDED:change/@ni-nimble-angular-08ed6c90-3143-48f4-b7d3-56f6afb88bfe.json"
ni/nimble,Re-enable Chromatic snapshots for spinner by disabling animation,https://github.com/ni/nimble/pull/1207,2023-04-25T17:29:53Z,2023-04-26T17:23:33Z,2,9,MERGED,8,39,19,"ADDED:change/@ni-nimble-components-c82b32ea-262f-42cd-82c3-6ebdaa44480e.json
MODIFIED:package-lock.json
MODIFIED:packages/nimble-components/docs/css-guidelines.md
MODIFIED:packages/nimble-components/package.json
MODIFIED:packages/nimble-components/src/spinner/styles.ts
MODIFIED:packages/nimble-components/src/spinner/tests/spinner-matrix.stories.ts
MODIFIED:packages/nimble-components/src/spinner/tests/spinner.stories.ts
ADDED:packages/nimble-components/src/utilities/tests/isChromatic.ts"
ni/nimble,Fix slide-out buttons not pinned to bottom on Safari,https://github.com/ni/nimble/pull/549,2022-05-11T13:56:48Z,2022-05-12T18:30:55Z,2,5,MERGED,2,11,4,"ADDED:change/@ni-nimble-components-ceadb30d-6795-4dc7-843e-193ffac6606f.json
MODIFIED:packages/nimble-components/src/drawer/styles.ts"
ni/nimble,Update box shadow tokens,https://github.com/ni/nimble/pull/952,2023-01-09T19:02:44Z,2023-01-11T20:51:44Z,11,18,MERGED,10,64,26,"ADDED:change/@ni-nimble-components-8cad4d26-536b-4f4b-890f-233d13b36bd0.json
MODIFIED:packages/nimble-components/src/dialog/styles.ts
MODIFIED:packages/nimble-components/src/drawer/styles.ts
MODIFIED:packages/nimble-components/src/menu/styles.ts
MODIFIED:packages/nimble-components/src/patterns/dropdown/styles.ts
MODIFIED:packages/nimble-components/src/theme-provider/design-token-comments.ts
MODIFIED:packages/nimble-components/src/theme-provider/design-token-names.ts
MODIFIED:packages/nimble-components/src/theme-provider/design-tokens.ts
MODIFIED:packages/nimble-components/src/theme-provider/tests/tokens.stories.ts
MODIFIED:packages/nimble-components/src/tooltip/styles.ts"
nl-design-system/rijkshuisstijl-community,Feature/logo (inverted colors),https://github.com/nl-design-system/rijkshuisstijl-community/pull/662,2024-09-20T08:59:59Z,2024-09-26T10:48:33Z,1,10,MERGED,7,140,72,"MODIFIED:apps/rhc-templates/src/app/layout.tsx
ADDED:packages/components-css/logo/_mixin.scss
MODIFIED:packages/components-css/logo/index.scss
MODIFIED:packages/components-react/src/Logo.tsx
MODIFIED:packages/components-react/src/icons/DutchMapIcon.tsx
MODIFIED:packages/storybook/src/community/logo.stories.tsx
MODIFIED:proprietary/design-tokens/figma/figma.tokens.json"
ntls-io/nautilus-wallet,feat: initial wallet enclave sessions,https://github.com/ntls-io/nautilus-wallet/pull/351,2022-09-05T06:56:35Z,2022-09-15T11:59:27Z,4,4,MERGED,4,266,8,"ADDED:web-client/src/schema/session.ts
MODIFIED:web-server/sgx-wallet-impl/src/schema/mod.rs
ADDED:web-server/sgx-wallet-impl/src/schema/session.rs
MODIFIED:web-server/sgx-wallet-test/enclave/Cargo.lock"
ntls-io/nautilus-wallet,refactor(web-client): replace text with logo img,https://github.com/ntls-io/nautilus-wallet/pull/52,2021-08-19T08:23:50Z,2021-08-19T09:30:44Z,3,2,MERGED,3,24,16,"MODIFIED:web-client/src/app/views/landing/landing.page.html
MODIFIED:web-client/src/app/views/landing/landing.page.scss
ADDED:web-client/src/assets/img/logo-v.svg"
ntls-io/nautilus-wallet,chore(web-client): update node to 16.15.1 and npm to 8.11.0,https://github.com/ntls-io/nautilus-wallet/pull/280,2022-06-09T10:24:52Z,2022-06-09T10:40:56Z,4,1,MERGED,1,247,5,MODIFIED:web-client/package-lock.json
ntls-io/nautilus-wallet,feat(web-client): re-enable receive fund link/page,https://github.com/ntls-io/nautilus-wallet/pull/258,2022-05-24T14:36:03Z,2022-05-30T09:43:43Z,3,2,MERGED,3,7,6,"MODIFIED:web-client/src/app/components/pure-wallet-page/pure-wallet-page.component.ts
MODIFIED:web-client/src/app/views/receive/receive.page.html
MODIFIED:web-client/src/app/views/receive/receive.page.ts"
opendatasoft/ods-dataviz-sdk,fix: add an empty column in loading cells too,https://github.com/opendatasoft/ods-dataviz-sdk/pull/273,2025-02-12T16:29:04Z,2025-03-07T09:17:53Z,0,1,MERGED,2,12,1,"MODIFIED:packages/visualizations-react/stories/Table/Table.stories.tsx
MODIFIED:packages/visualizations/src/components/Table/Body.svelte"
proeco/proeco-client,ユーザーの情報が更新できない #218,https://github.com/proeco/proeco-client/pull/539,2021-12-27T14:03:38Z,2021-12-27T14:34:32Z,1,3,MERGED,5,71,27,"MODIFIED:src/components/domains/team/TeamForm/TeamForm.tsx
ADDED:src/hooks/attachments/index.ts
ADDED:src/hooks/attachments/useUploadAttachment/index.ts
ADDED:src/hooks/attachments/useUploadAttachment/useUploadAttachment.ts
MODIFIED:src/pages/dashboard/settings/index.tsx"
razorpay/blade,fix: button group loading ,https://github.com/razorpay/blade/pull/2544,2025-02-13T12:34:19Z,2025-02-17T10:17:34Z,5,6,MERGED,6,548,443,"ADDED:.changeset/warm-fireants-nail.md
MODIFIED:packages/blade/src/components/Button/BaseButton/BaseButton.tsx
MODIFIED:packages/blade/src/components/ButtonGroup/StyledButtonGroup.tsx
MODIFIED:packages/blade/src/components/ButtonGroup/__tests__/__snapshots__/ButtonGroup.ssr.test.tsx.snap
MODIFIED:packages/blade/src/components/ButtonGroup/__tests__/__snapshots__/ButtonGroup.web.test.tsx.snap
MODIFIED:packages/blade/src/components/ButtonGroup/docs/ButtonGroup.stories.tsx"
recharts/recharts,"Include only relevant folders in code coverage, also upload main branch",https://github.com/recharts/recharts/pull/4234,2024-02-25T02:33:10Z,2024-02-25T03:09:45Z,2,2,MERGED,3,39,6,"MODIFIED:.github/workflows/ci.yml
ADDED:.github/workflows/codecov.yml
MODIFIED:vitest.config.ts"
recharts/recharts,Move Clip path to a component,https://github.com/recharts/recharts/pull/4400,2024-04-06T08:10:52Z,2024-04-07T19:22:54Z,1,2,MERGED,5,25,17,"MODIFIED:scripts/snapshots/es6Files.txt
MODIFIED:scripts/snapshots/libFiles.txt
MODIFIED:scripts/snapshots/typesFiles.txt
MODIFIED:src/chart/generateCategoricalChart.tsx
ADDED:src/container/ClipPath.tsx"
recharts/recharts,Referencearea tests,https://github.com/recharts/recharts/pull/4171,2024-02-11T10:57:43Z,2024-02-12T18:01:18Z,0,6,MERGED,8,293,138,"MODIFIED:src/cartesian/ReferenceArea.tsx
MODIFIED:src/chart/generateCategoricalChart.tsx
MODIFIED:storybook/stories/API/cartesian/ReferenceArea.stories.tsx
MODIFIED:storybook/stories/API/props/RectangleProps.ts
MODIFIED:test/cartesian/ReferenceArea.spec.tsx
RENAMED:test/util/CartesianUtils/CartesianUtils.spec.ts
ADDED:test/util/CartesianUtils/rectWithPoints.spec.ts
MODIFIED:test/util/DataUtils.spec.ts"
recharts/recharts,"Add tests for Tooltip.itemSorter, allow `dataKey` and `value` as inputs",https://github.com/recharts/recharts/pull/5555,2025-02-09T07:12:33Z,2025-02-09T07:50:10Z,2,1,MERGED,3,283,1,"MODIFIED:src/component/DefaultTooltipContent.tsx
ADDED:test/component/Tooltip/itemSorter.spec.tsx
MODIFIED:test/component/Tooltip/tooltipTestHelpers.tsx"
recharts/recharts,Add compact variant to parameterized test cases,https://github.com/recharts/recharts/pull/4201,2024-02-17T01:21:09Z,2024-02-17T05:53:57Z,2,1,MERGED,3,164,64,"MODIFIED:test/cartesian/Area.spec.tsx
MODIFIED:test/cartesian/Bar.spec.tsx
ADDED:test/helper/parameterizedTestCases.tsx"
sbb-design-systems/lyne-components,fix: improve stabilty of random failing tests,https://github.com/sbb-design-systems/lyne-components/pull/2124,2023-10-27T15:55:19Z,2023-10-30T14:05:26Z,3,5,MERGED,4,12,6,"MODIFIED:src/components/sbb-checkbox/sbb-checkbox.e2e.ts
MODIFIED:src/components/sbb-selection-panel/sbb-selection-panel.e2e.ts
MODIFIED:src/components/sbb-tooltip/sbb-tooltip.e2e.ts
MODIFIED:src/components/sbb-tooltip/sbb-tooltip.tsx"
sbb-design-systems/lyne-components,refactor(sbb-timetable-row): lit migration,https://github.com/sbb-design-systems/lyne-components/pull/2078,2023-10-16T09:58:24Z,2023-10-17T13:01:18Z,4,3,MERGED,12,408,371,"MODIFIED:src/components/sbb-pearl-chain-time/sbb-pearl-chain-time.helper.spec.tsx
MODIFIED:src/components/sbb-pearl-chain-time/sbb-pearl-chain-time.scss
MODIFIED:src/components/sbb-pearl-chain-time/sbb-pearl-chain-time.spec.ts
ADDED:src/components/sbb-timetable-row/index.ts
MODIFIED:src/components/sbb-timetable-row/sbb-timetable-row.e2e.ts
MODIFIED:src/components/sbb-timetable-row/sbb-timetable-row.helper.spec.ts
MODIFIED:src/components/sbb-timetable-row/sbb-timetable-row.helper.tsx
MODIFIED:src/components/sbb-timetable-row/sbb-timetable-row.scss
MODIFIED:src/components/sbb-timetable-row/sbb-timetable-row.spec.ts
MODIFIED:src/components/sbb-timetable-row/sbb-timetable-row.stories.tsx
MODIFIED:src/components/sbb-timetable-row/sbb-timetable-row.tsx
MODIFIED:src/global/timetable/access-leg-helper.tsx"
sbb-design-systems/lyne-components,docs(teaser-product): fixed broken link in documentation,https://github.com/sbb-design-systems/lyne-components/pull/3029,2024-08-26T15:28:15Z,2024-08-26T15:52:22Z,0,1,MERGED,1,1,1,MODIFIED:src/elements/teaser-product/teaser-product/readme.md
sberdevices/plasma,feat(plasma-ui): Added `NeuHeader` to replace `Header` in major version,https://github.com/sberdevices/plasma/pull/863,2021-10-14T09:05:58Z,2021-10-21T10:23:09Z,6,2,MERGED,8,223,52,"MODIFIED:examples/demo-canvas-app/pages/_app.tsx
MODIFIED:packages/plasma-ui/src/components/Header/Header.stories.tsx
ADDED:packages/plasma-ui/src/components/Header/HeaderArrow.tsx
MODIFIED:packages/plasma-ui/src/components/Header/HeaderBack.tsx
MODIFIED:packages/plasma-ui/src/components/Header/HeaderMinimize.tsx
ADDED:packages/plasma-ui/src/components/Header/NeuHeader.tsx
MODIFIED:packages/plasma-ui/src/components/Header/index.ts
MODIFIED:website/plasma-ui-docs/docs/components/Header.mdx"
seek-oss/braid-design-system,Version Packages,https://github.com/seek-oss/braid-design-system/pull/1505,2024-06-04T22:39:25Z,2024-06-12T23:27:44Z,0,1,MERGED,6,77,76,"DELETED:.changeset/brown-seahorses-notice.md
DELETED:.changeset/flat-coats-flow.md
DELETED:.changeset/kind-balloons-cough.md
MODIFIED:packages/braid-design-system/CHANGELOG.md
MODIFIED:packages/braid-design-system/package.json
MODIFIED:site/src/componentUpdates.json"
serendie/serendie,Add play interactions for various components in Storybook,https://github.com/serendie/serendie/pull/28,2025-02-20T06:27:07Z,2025-02-21T03:06:44Z,9,7,MERGED,9,211,5,"ADDED:ui/.storybook/FullscreenLayout.tsx
ADDED:ui/.storybook/modes.ts
MODIFIED:ui/.storybook/preview.ts
MODIFIED:ui/src/components/Drawer.stories.tsx
MODIFIED:ui/src/components/DropdownMenu.stories.tsx
MODIFIED:ui/src/components/ModalDialog.stories.tsx
MODIFIED:ui/src/components/Search.stories.tsx
MODIFIED:ui/src/components/Select.stories.tsx
MODIFIED:ui/src/components/Toast.stories.tsx"
sillsdev/web-xforge,Update ws to 8.18.0,https://github.com/sillsdev/web-xforge/pull/2782,2024-10-08T02:00:22Z,2024-10-08T02:17:27Z,1,1,MERGED,6,67,66,"MODIFIED:scripts/db_tools/package-lock.json
MODIFIED:scripts/db_tools/package.json
MODIFIED:src/RealtimeServer/package-lock.json
MODIFIED:src/RealtimeServer/package.json
MODIFIED:src/SIL.XForge.Scripture/ClientApp/package-lock.json
MODIFIED:src/SIL.XForge.Scripture/ClientApp/package.json"
sl-design-system/components,New contextual token setup,https://github.com/sl-design-system/components/pull/1607,2024-10-23T10:52:43Z,2024-12-09T12:59:38Z,3,80,MERGED,61,34976,4237,"ADDED:.changeset/small-ravens-notice.md
ADDED:.changeset/tidy-apricots-approve.md
MODIFIED:.storybook/preview-head.html
MODIFIED:.storybook/themes.ts
DELETED:.yarn/releases/yarn-4.4.1.cjs
ADDED:.yarn/releases/yarn-4.5.3.cjs
MODIFIED:.yarnrc.yml
MODIFIED:chromatic/.storybook/preview-head.html
MODIFIED:chromatic/.storybook/preview.ts
MODIFIED:chromatic/.storybook/stories/all.stories.ts
MODIFIED:chromatic/package.json
MODIFIED:package.json
MODIFIED:packages/angular/package.json
MODIFIED:packages/components/combobox/src/combobox.scss
MODIFIED:packages/components/grid/src/grid.scss
MODIFIED:packages/components/grid/src/stories/scrolling.stories.ts
MODIFIED:packages/components/listbox/src/option.scss
MODIFIED:packages/components/menu/src/menu-item-group.scss
MODIFIED:packages/components/menu/src/menu-item.scss
MODIFIED:packages/components/menu/src/menu.scss
MODIFIED:packages/components/scrollbar/src/scrollbar.scss
MODIFIED:packages/components/tag/src/tag.scss
MODIFIED:packages/tokens/src/$metadata.json
MODIFIED:packages/tokens/src/$themes.json
MODIFIED:packages/tokens/src/bingel-dc/base-new.json
MODIFIED:packages/tokens/src/bingel-dc/base.json
MODIFIED:packages/tokens/src/bingel-dc/light-new.json
ADDED:packages/tokens/src/bingel-int/base-new.json
ADDED:packages/tokens/src/bingel-int/light-new.json
ADDED:packages/tokens/src/clickedu/base-new.json
ADDED:packages/tokens/src/clickedu/light-new.json
MODIFIED:packages/tokens/src/core.json
ADDED:packages/tokens/src/editorial-suite/base-new.json
ADDED:packages/tokens/src/editorial-suite/light-new.json
ADDED:packages/tokens/src/itslearning/base-new.json
ADDED:packages/tokens/src/itslearning/light-new.json
ADDED:packages/tokens/src/kampus/base-new.json
ADDED:packages/tokens/src/kampus/light-new.json
ADDED:packages/tokens/src/magister/base-new.json
ADDED:packages/tokens/src/magister/dark-new.json
ADDED:packages/tokens/src/magister/light-new.json
ADDED:packages/tokens/src/max/base-new.json
ADDED:packages/tokens/src/max/light-new.json
ADDED:packages/tokens/src/my-digital-book/base-new.json
ADDED:packages/tokens/src/my-digital-book/light-new.json
ADDED:packages/tokens/src/neon/base-new.json
ADDED:packages/tokens/src/neon/dark-new.json
ADDED:packages/tokens/src/neon/light-new.json
MODIFIED:packages/tokens/src/primitives.json
MODIFIED:packages/tokens/src/sanoma-learning/base-new.json
MODIFIED:packages/tokens/src/sanoma-learning/dark-new.json
MODIFIED:packages/tokens/src/sanoma-learning/light-new.json
MODIFIED:packages/tokens/src/system.json
ADDED:packages/tokens/src/teas/base-new.json
ADDED:packages/tokens/src/teas/light-new.json
MODIFIED:scripts/build-themes.js
MODIFIED:scripts/package.json
MODIFIED:tools/eslint-config/package.json
MODIFIED:tools/stylelint-config/package.json
MODIFIED:website/package.json
MODIFIED:yarn.lock"
solid-design-system/solid,docs: sd-flipcard docs [skip chromatic],https://github.com/solid-design-system/solid/pull/1302,2024-08-23T07:34:49Z,2024-09-10T13:05:25Z,18,12,MERGED,4,676,266,"MODIFIED:packages/components/src/components/flipcard/flipcard.stories.ts
ADDED:packages/components/src/components/flipcard/flipcard.test.stories.ts
ADDED:packages/components/src/templates/flipcard.stories.ts
ADDED:packages/placeholders/src/images/londonHouse.jpg"
storybookjs/components-marketing,fix eyebrow link styling,https://github.com/storybookjs/components-marketing/pull/53,2022-10-14T14:12:44Z,2022-10-14T14:16:45Z,1,1,MERGED,1,5,3,MODIFIED:src/components/Eyebrow.tsx
storybookjs/storybook,Core: Don't recreate a bound story function each time we call a decorated story,https://github.com/storybookjs/storybook/pull/14692,2021-04-22T11:28:41Z,2021-04-27T07:13:42Z,8,7,MERGED,5,138,26,"MODIFIED:examples/official-storybook/stories/core/rendering.stories.js
MODIFIED:lib/addons/src/types.ts
MODIFIED:lib/client-api/src/decorators.test.ts
MODIFIED:lib/client-api/src/decorators.ts
MODIFIED:lib/client-api/src/story_store.ts"
storybookjs/storybook,Docs: Remove `babel-loader` and `@babel/core` peer deps,https://github.com/storybookjs/storybook/pull/14689,2021-04-22T05:32:32Z,2021-04-22T10:27:31Z,1,1,MERGED,9,14,23,"MODIFIED:addons/docs/README.md
MODIFIED:addons/docs/angular/README.md
MODIFIED:addons/docs/common/README.md
MODIFIED:addons/docs/ember/README.md
MODIFIED:addons/docs/package.json
MODIFIED:addons/docs/react/README.md
MODIFIED:addons/docs/vue/README.md
MODIFIED:addons/docs/vue3/README.md
MODIFIED:yarn.lock"
